host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,Year
Justin,Manhattan,Roosevelt Island,40.76506,-73.94662,Private room,99,1,2,7/21/2018,2018
Ofir,Manhattan,Upper West Side,40.78246,-73.98314,Entire home/apt,115,30,0,,
Holly,Brooklyn,Williamsburg,40.70277,-73.93568,Entire home/apt,90,1,1,7/8/2018,2018
Ofir,Manhattan,Upper West Side,40.7828,-73.98348,Entire home/apt,118,30,0,,
Bei,Queens,Rego Park,40.72608,-73.86233,Private room,65,2,28,5/28/2019,2019
Bei,Queens,Rego Park,40.72738,-73.86273,Private room,65,2,21,5/28/2019,2019
Anna,Manhattan,Hell's Kitchen,40.76213,-73.99938,Entire home/apt,300,5,1,9/25/2018,2018
Waen,Brooklyn,Fort Greene,40.69309,-73.97238,Private room,70,2,47,7/1/2019,2019
Evgeny,Manhattan,Hell's Kitchen,40.75945,-73.99344,Private room,250,4,0,,
Yasser,Queens,Maspeth,40.72959,-73.89381,Private room,35,30,0,,
Eileen,Manhattan,Washington Heights,40.8436,-73.9412,Entire home/apt,125,11,1,7/30/2018,2018
Kai,Manhattan,West Village,40.73429,-74.00487,Entire home/apt,150,3,6,3/25/2019,2019
Jeff,Queens,Jamaica,40.70985,-73.78429,Private room,50,2,4,6/12/2019,2019
Gursharan,Manhattan,Upper East Side,40.77537,-73.95556,Entire home/apt,120,5,1,7/3/2018,2018
Cecilia,Manhattan,Lower East Side,40.72235,-73.98766,Entire home/apt,125,3,1,7/27/2018,2018
Brandon,Brooklyn,Williamsburg,40.71657,-73.96512,Entire home/apt,200,15,0,,
Marvin,Manhattan,Washington Heights,40.85515,-73.93297,Entire home/apt,250,4,20,6/22/2019,2019
William,Bronx,Allerton,40.85978,-73.8619,Private room,142,1,29,6/25/2019,2019
Sonder,Manhattan,Chelsea,40.74259,-73.99589,Entire home/apt,249,29,0,,
Taylor,Brooklyn,Bedford-Stuyvesant,40.67854,-73.94883,Shared room,60,1,2,7/15/2018,2018
William,Bronx,Allerton,40.86017,-73.86198,Private room,142,1,36,7/2/2019,2019
Bob,Manhattan,East Village,40.73177,-73.98691,Entire home/apt,179,5,32,6/26/2019,2019
Andre,Queens,Arverne,40.59427,-73.79729,Entire home/apt,140,1,36,6/23/2019,2019
Debbie,Manhattan,Midtown,40.74624,-73.98255,Entire home/apt,465,2,31,6/23/2019,2019
Julia,Brooklyn,Midwood,40.61716,-73.96271,Entire home/apt,80,5,24,6/8/2019,2019
Charles,Brooklyn,Bushwick,40.69949,-73.92383,Entire home/apt,65,2,6,6/26/2019,2019
Millie,Manhattan,Midtown,40.7521,-73.97334,Private room,300,2,2,1/1/2019,2019
Rudi,Brooklyn,Williamsburg,40.71415,-73.96225,Private room,90,1,0,,
Jared,Brooklyn,Greenpoint,40.72446,-73.9516,Entire home/apt,180,3,13,6/17/2019,2019
Anuar,Brooklyn,South Slope,40.66625,-73.9826,Private room,56,2,15,6/5/2019,2019
Edwin,Bronx,Pelham Gardens,40.86239,-73.84362,Entire home/apt,99,1,67,7/6/2019,2019
Leanne,Brooklyn,Williamsburg,40.71106,-73.95945,Private room,70,4,1,7/31/2018,2018
Christina,Queens,Long Island City,40.75311,-73.93628,Entire home/apt,285,2,30,6/16/2019,2019
Jeffrey & Casandra,Queens,Bayswater,40.61036,-73.7687,Private room,82,1,8,7/7/2019,2019
William,Bronx,Allerton,40.86014,-73.86301,Private room,142,1,30,7/2/2019,2019
Dena,Brooklyn,Prospect-Lefferts Gardens,40.66352,-73.94157,Entire home/apt,100,5,8,6/3/2019,2019
William,Bronx,Allerton,40.86013,-73.86339,Private room,142,1,30,7/2/2019,2019
Peggy,Brooklyn,Williamsburg,40.70807,-73.95565,Entire home/apt,125,3,6,10/1/2018,2018
Will,Manhattan,Lower East Side,40.71946,-73.98935,Entire home/apt,900,1,2,8/29/2018,2018
Nonie,Queens,Corona,40.75046,-73.85443,Private room,40,2,19,6/24/2019,2019
George,Manhattan,Harlem,40.80455,-73.95429,Entire home/apt,120,2,16,11/24/2018,2018
Leigh,Manhattan,East Village,40.72436,-73.98235,Entire home/apt,199,2,9,6/28/2019,2019
Luqman,Brooklyn,Bedford-Stuyvesant,40.68125,-73.92326,Private room,60,1,7,8/23/2018,2018
Rose,Manhattan,Greenwich Village,40.73093,-74.00125,Entire home/apt,200,2,42,6/21/2019,2019
Luis,Brooklyn,Bedford-Stuyvesant,40.67963,-73.90816,Private room,55,1,16,4/28/2019,2019
Rachael,Brooklyn,Bushwick,40.69257,-73.92332,Entire home/apt,150,1,7,5/12/2019,2019
Tamiris,Brooklyn,Williamsburg,40.71787,-73.94171,Private room,110,2,4,6/1/2019,2019
Romulo,Manhattan,Inwood,40.86735,-73.91762,Private room,53,3,3,8/23/2018,2018
Missy & Julien,Brooklyn,Crown Heights,40.67512,-73.94703,Entire home/apt,150,5,28,6/29/2019,2019
Emma,Manhattan,Inwood,40.86411,-73.92241,Private room,35,3,1,7/31/2018,2018
Ailin,Bronx,Morris Heights,40.84835,-73.9141,Entire home/apt,149,1,1,7/25/2018,2018
Dening,Manhattan,Hell's Kitchen,40.76138,-73.99945,Entire home/apt,190,2,3,7/9/2018,2018
David,Manhattan,Upper East Side,40.77673,-73.95525,Private room,143,2,4,10/1/2018,2018
Chris & Grace,Brooklyn,Bushwick,40.69675,-73.93374,Private room,57,2,42,6/23/2019,2019
Vady,Manhattan,East Harlem,40.79872,-73.93954,Private room,59,1,66,6/19/2019,2019
Zoë,Manhattan,East Village,40.72366,-73.9903,Entire home/apt,299,2,11,7/5/2019,2019
Syeda,Queens,Sunnyside,40.74166,-73.92658,Private room,70,1,50,6/23/2019,2019
Siri,Queens,Jackson Heights,40.74942,-73.88248,Private room,49,2,6,6/8/2019,2019
Theodoros,Queens,Ditmars Steinway,40.77031,-73.90793,Private room,68,2,10,6/29/2019,2019
Hiten,Brooklyn,Park Slope,40.66986,-73.98668,Entire home/apt,120,2,23,7/2/2019,2019
Ezequiel,Brooklyn,Columbia St,40.68988,-73.99907,Entire home/apt,135,4,1,5/4/2019,2019
Lucie,Manhattan,East Village,40.72639,-73.97848,Private room,80,8,2,5/25/2019,2019
Barbara,Brooklyn,Greenpoint,40.72694,-73.94868,Private room,80,3,5,10/15/2018,2018
Craig,Brooklyn,Windsor Terrace,40.65163,-73.97911,Entire home/apt,150,5,0,,
Jaime,Manhattan,Midtown,40.74573,-73.98323,Private room,90,3,6,9/24/2018,2018
Sushmita,Manhattan,Kips Bay,40.74348,-73.97962,Entire home/apt,150,14,1,7/10/2018,2018
Elizabeth,Queens,Long Island City,40.75087,-73.94202,Entire home/apt,197,2,24,7/1/2019,2019
Jennifer,Manhattan,Midtown,40.75357,-73.97313,Private room,181,3,1,11/5/2018,2018
Ari,Brooklyn,Williamsburg,40.71414,-73.96334,Entire home/apt,180,2,3,8/5/2018,2018
Fei,Queens,Long Island City,40.74748,-73.93985,Private room,178,1,0,,
Joe,Manhattan,Upper West Side,40.8006,-73.96407,Private room,76,1,80,6/22/2019,2019
Kevin Unal,Manhattan,Harlem,40.80448,-73.95567,Entire home/apt,139,1,58,6/18/2019,2019
Ana,Queens,Astoria,40.75709,-73.9145,Private room,51,2,21,6/24/2019,2019
Selin,Brooklyn,Prospect-Lefferts Gardens,40.65829,-73.95171,Private room,50,20,3,7/22/2018,2018
Maggie,Brooklyn,Clinton Hill,40.69322,-73.96655,Private room,55,3,2,7/22/2018,2018
Barbara,Manhattan,Harlem,40.81657,-73.93849,Entire home/apt,250,1,19,6/3/2019,2019
Christian,Brooklyn,Williamsburg,40.71018,-73.94057,Private room,55,3,2,7/29/2018,2018
Sean,Brooklyn,Park Slope,40.67193,-73.98152,Private room,80,2,24,6/30/2019,2019
Ana,Queens,Astoria,40.75697,-73.91314,Private room,51,2,34,6/27/2019,2019
Myles,Manhattan,Harlem,40.79976,-73.95119,Private room,69,3,28,6/24/2019,2019
Rose,Manhattan,Chelsea,40.75274,-73.99647,Entire home/apt,255,3,4,2/10/2019,2019
Barbara,Manhattan,Harlem,40.81694,-73.93909,Private room,150,2,3,9/6/2018,2018
Figo,Manhattan,Harlem,40.81678,-73.94246,Private room,85,1,7,4/2/2019,2019
El,Manhattan,Harlem,40.80269,-73.94687,Entire home/apt,300,2,0,,
Joe,Manhattan,Upper West Side,40.79978,-73.96295,Private room,52,1,64,6/23/2019,2019
Joey,Brooklyn,Midwood,40.61615,-73.95997,Entire home/apt,70,1,1,7/17/2018,2018
Joe,Manhattan,Upper West Side,40.79972,-73.96281,Private room,76,1,76,6/16/2019,2019
Vivian,Bronx,Claremont Village,40.84171,-73.91159,Private room,150,1,0,,
Kelly,Manhattan,Harlem,40.82763,-73.94404,Private room,63,1,19,7/2/2019,2019
Nina,Staten Island,Clifton,40.61543,-74.08513,Entire home/apt,100,2,5,5/19/2019,2019
Borna,Manhattan,Chinatown,40.71443,-73.99348,Private room,55,7,1,8/15/2018,2018
El,Manhattan,Harlem,40.80367,-73.94803,Private room,90,3,6,1/2/2019,2019
Talia,Manhattan,Washington Heights,40.83958,-73.94596,Entire home/apt,110,3,4,11/24/2018,2018
Kazuya,Queens,Woodside,40.74461,-73.90648,Private room,48,30,0,,
Loretta,Manhattan,Midtown,40.75157,-73.97134,Private room,250,3,0,,
Rachel,Manhattan,Upper West Side,40.79577,-73.97403,Private room,66,6,6,8/26/2018,2018
Lina,Queens,Elmhurst,40.74295,-73.87812,Private room,130,2,0,,
Ankeen,Brooklyn,Flatbush,40.6533,-73.95534,Entire home/apt,65,2,1,7/21/2018,2018
Elik,Brooklyn,Fort Greene,40.68705,-73.97336,Entire home/apt,133,28,6,6/10/2019,2019
Danny,Queens,Richmond Hill,40.69666,-73.83415,Entire home/apt,100,3,15,1/1/2019,2019
Bryan,Manhattan,Washington Heights,40.85466,-73.92771,Private room,30,2,1,7/30/2018,2018
Zara,Brooklyn,Bedford-Stuyvesant,40.69185,-73.95896,Private room,75,10,0,,
Janli,Brooklyn,Downtown Brooklyn,40.69032,-73.9871,Private room,85,2,26,5/31/2019,2019
Marco,Brooklyn,East Flatbush,40.64629,-73.932,Entire home/apt,125,3,18,6/22/2019,2019
Krista,Brooklyn,Greenpoint,40.72878,-73.95823,Entire home/apt,137,3,0,,
Matthew,Manhattan,Inwood,40.86159,-73.92616,Entire home/apt,100,4,3,10/31/2018,2018
Sarah & Bruce,Brooklyn,Prospect-Lefferts Gardens,40.66113,-73.96277,Entire home/apt,125,2,11,4/28/2019,2019
Jasmine,Manhattan,Battery Park City,40.71106,-74.0157,Entire home/apt,91,28,5,5/16/2019,2019
Esteem,Bronx,Parkchester,40.83791,-73.85845,Private room,26,1,14,6/13/2019,2019
Candi,Brooklyn,Bedford-Stuyvesant,40.69418,-73.96069,Private room,66,1,3,4/7/2019,2019
Ally,Bronx,Throgs Neck,40.81639,-73.81954,Private room,60,1,13,6/30/2019,2019
Jeff,Manhattan,Greenwich Village,40.727,-73.99767,Private room,150,3,30,6/6/2019,2019
Daniella,Manhattan,Lower East Side,40.71769,-73.99148,Entire home/apt,222,1,3,12/30/2018,2018
Tyrone,Brooklyn,Bedford-Stuyvesant,40.6886,-73.95884,Entire home/apt,148,2,38,7/1/2019,2019
Ildiko,Manhattan,Upper West Side,40.79083,-73.97531,Entire home/apt,225,3,3,5/6/2019,2019
Bianca,Brooklyn,Williamsburg,40.71364,-73.95126,Entire home/apt,200,5,0,,
Anna,Queens,Flushing,40.75607,-73.82212,Private room,60,1,3,8/19/2018,2018
Oscar,Brooklyn,Bushwick,40.68796,-73.90781,Private room,45,4,47,7/2/2019,2019
Cesar,Bronx,Pelham Gardens,40.86153,-73.83656,Entire home/apt,102,1,50,6/23/2019,2019
John,Manhattan,Chelsea,40.75369,-73.99719,Private room,50,7,11,6/22/2019,2019
Ben,Manhattan,Chinatown,40.71509,-73.99986,Private room,100,25,0,,
Fifi,Manhattan,Harlem,40.81265,-73.95261,Entire home/apt,250,2,3,4/1/2019,2019
Zephyr,Brooklyn,Bushwick,40.69227,-73.92521,Private room,44,5,3,9/19/2018,2018
Dara,Manhattan,Hell's Kitchen,40.7686,-73.98951,Entire home/apt,130,4,7,3/24/2019,2019
Tal,Brooklyn,Bushwick,40.69417,-73.92589,Private room,55,5,6,5/1/2019,2019
Fernando,Brooklyn,Bushwick,40.70618,-73.91689,Entire home/apt,78,30,1,8/19/2018,2018
Richard,Queens,Elmhurst,40.73744,-73.87247,Entire home/apt,165,30,14,6/30/2019,2019
The Bowery House,Manhattan,Nolita,40.72242,-73.99463,Private room,84,1,0,,
Jessica,Manhattan,Washington Heights,40.85116,-73.93457,Entire home/apt,90,3,7,6/26/2019,2019
Tiffany,Brooklyn,Fort Greene,40.6896,-73.97238,Private room,150,14,0,,
Eric,Manhattan,Midtown,40.74493,-73.9824,Entire home/apt,500,5,39,6/30/2019,2019
Alex,Brooklyn,Bushwick,40.69286,-73.92675,Private room,75,1,22,7/1/2019,2019
Mary,Queens,Jamaica,40.69066,-73.78759,Private room,44,5,8,12/8/2018,2018
Arnaud,Brooklyn,Williamsburg,40.71674,-73.95825,Private room,75,3,2,3/4/2019,2019
Jack,Manhattan,Upper East Side,40.78369,-73.95154,Private room,120,2,58,6/30/2019,2019
Jack,Manhattan,Upper East Side,40.78352,-73.95275,Private room,120,2,57,7/1/2019,2019
Jack,Manhattan,Upper East Side,40.78394,-73.95137,Private room,110,2,49,6/30/2019,2019
Molly,Brooklyn,Red Hook,40.67966,-74.00641,Private room,125,7,1,9/1/2018,2018
Fei,Brooklyn,East New York,40.6757,-73.87657,Shared room,25,2,26,6/4/2019,2019
Sien,Manhattan,East Village,40.72307,-73.98437,Private room,89,1,12,5/4/2019,2019
Stella,Manhattan,Lower East Side,40.7216,-73.98791,Private room,81,2,26,6/24/2019,2019
Anna,Queens,Flushing,40.75432,-73.82273,Private room,60,1,1,8/15/2018,2018
Yann,Manhattan,Morningside Heights,40.80494,-73.96426,Entire home/apt,95,2,2,8/15/2018,2018
John,Manhattan,Hell's Kitchen,40.75544,-73.99511,Private room,75,7,3,10/24/2018,2018
John,Manhattan,Hell's Kitchen,40.75492,-73.99563,Private room,80,7,7,5/25/2019,2019
Tony,Queens,Flushing,40.75637,-73.83208,Entire home/apt,159,2,22,6/9/2019,2019
Carolina,Queens,Sunnyside,40.74122,-73.92223,Private room,80,1,11,6/23/2019,2019
Alex,Brooklyn,Boerum Hill,40.68563,-73.98796,Entire home/apt,165,4,2,12/20/2018,2018
Lena,Queens,Ridgewood,40.69212,-73.90188,Entire home/apt,170,7,0,,
Sue,Brooklyn,Williamsburg,40.71215,-73.94082,Private room,69,2,70,6/20/2019,2019
Laura,Manhattan,East Village,40.7277,-73.98362,Entire home/apt,140,1,38,6/23/2019,2019
Kazuya,Queens,Woodside,40.74465,-73.90795,Private room,39,30,0,,
Stacy,Brooklyn,Bedford-Stuyvesant,40.68208,-73.92116,Private room,50,2,4,8/27/2018,2018
Elizabeth,Brooklyn,Bushwick,40.70204,-73.91684,Entire home/apt,135,2,10,4/28/2019,2019
Irma,Manhattan,East Harlem,40.8018,-73.9413,Entire home/apt,120,2,25,6/11/2019,2019
Kazuya,Queens,Sunnyside,40.7351,-73.92039,Private room,39,30,1,3/1/2019,2019
Emily,Queens,Ridgewood,40.70527,-73.90083,Private room,69,2,22,2/1/2019,2019
Iris,Brooklyn,Bedford-Stuyvesant,40.68746,-73.95379,Private room,65,30,30,5/31/2019,2019
James,Brooklyn,Greenpoint,40.72414,-73.93967,Private room,25,1,4,10/29/2018,2018
Katia,Brooklyn,Prospect Heights,40.67367,-73.96507,Entire home/apt,120,3,13,6/18/2019,2019
Ezgin,Manhattan,Financial District,40.70496,-74.00639,Entire home/apt,128,5,36,6/13/2019,2019
Erica,Manhattan,Upper East Side,40.77668,-73.94587,Entire home/apt,125,30,9,6/16/2019,2019
Carles,Brooklyn,Bushwick,40.68764,-73.91445,Private room,65,1,57,6/24/2019,2019
Lou,Brooklyn,Sunset Park,40.66214,-73.99511,Entire home/apt,172,1,34,6/20/2019,2019
Dejuan,Brooklyn,Bedford-Stuyvesant,40.68291,-73.91975,Entire home/apt,150,2,8,10/15/2018,2018
Kent,Queens,Breezy Point,40.56605,-73.86994,Private room,195,1,4,6/15/2019,2019
Jeremy,Brooklyn,Gowanus,40.67779,-73.98342,Private room,60,2,37,6/20/2019,2019
Lou,Brooklyn,Sunset Park,40.66362,-73.99616,Entire home/apt,330,1,1,11/4/2018,2018
Margaux,Manhattan,Upper West Side,40.79782,-73.97179,Entire home/apt,195,2,1,1/1/2019,2019
Cheolwoo,Queens,Elmhurst,40.74579,-73.88904,Entire home/apt,60,3,16,7/7/2019,2019
Mary,Manhattan,Hell's Kitchen,40.76484,-73.98969,Entire home/apt,220,4,0,,
Galina,Manhattan,East Village,40.72382,-73.97683,Private room,110,2,7,5/15/2019,2019
Richard,Manhattan,Chinatown,40.71765,-73.99457,Entire home/apt,154,30,3,5/29/2019,2019
Marina,Brooklyn,Gravesend,40.59166,-73.96672,Entire home/apt,76,2,26,6/23/2019,2019
Aida,Manhattan,Washington Heights,40.83298,-73.93938,Private room,70,7,2,8/28/2018,2018
Stacie,Brooklyn,Prospect Heights,40.68219,-73.97259,Entire home/apt,220,3,6,7/1/2019,2019
Freddy,Queens,Jackson Heights,40.75782,-73.85973,Private room,55,1,55,7/2/2019,2019
Sven,Brooklyn,Gowanus,40.66873,-73.99263,Entire home/apt,55,9,0,,
Tugrul,Manhattan,Chelsea,40.7433,-74.00119,Entire home/apt,270,5,0,,
Irina,Manhattan,Upper East Side,40.76663,-73.96171,Entire home/apt,99,4,4,4/2/2019,2019
Daniel,Brooklyn,Bushwick,40.69826,-73.91944,Entire home/apt,95,2,40,3/25/2019,2019
Vincent,Brooklyn,Bedford-Stuyvesant,40.69074,-73.93858,Private room,118,1,20,6/3/2019,2019
Danielle,Manhattan,Harlem,40.80705,-73.95582,Private room,80,2,42,6/26/2019,2019
Kyle,Queens,Flushing,40.75396,-73.83361,Entire home/apt,60,1,40,6/23/2019,2019
George,Brooklyn,Williamsburg,40.7073,-73.92776,Private room,20,1,8,10/11/2018,2018
Sandee,Brooklyn,Gowanus,40.67118,-73.99061,Private room,70,4,14,5/27/2019,2019
Anchor,Brooklyn,Bedford-Stuyvesant,40.69103,-73.93933,Shared room,33,1,33,6/2/2019,2019
Anchor,Brooklyn,Bedford-Stuyvesant,40.69099,-73.94094,Shared room,30,2,32,6/23/2019,2019
Jessica,Brooklyn,Carroll Gardens,40.67834,-73.99761,Private room,98,2,21,7/5/2019,2019
William And Julian,Brooklyn,Bedford-Stuyvesant,40.68574,-73.95492,Private room,70,2,28,6/23/2019,2019
Eddie,Queens,Rego Park,40.71734,-73.86,Entire home/apt,110,2,12,3/25/2019,2019
Tiffany,Brooklyn,Sunset Park,40.65828,-73.98983,Private room,55,2,7,11/4/2018,2018
Melissa,Brooklyn,Bedford-Stuyvesant,40.69414,-73.9556,Shared room,40,3,10,6/15/2019,2019
Diana,Manhattan,Gramercy,40.73714,-73.97962,Entire home/apt,189,1,11,6/6/2019,2019
Melissa,Brooklyn,Bedford-Stuyvesant,40.69385,-73.95696,Shared room,36,1,18,5/1/2019,2019
Nadine,Brooklyn,Bedford-Stuyvesant,40.69373,-73.95041,Private room,65,30,35,6/17/2019,2019
Josh,Brooklyn,Bedford-Stuyvesant,40.69361,-73.93441,Private room,49,2,44,7/7/2019,2019
Andrew,Brooklyn,Gowanus,40.67077,-73.98969,Private room,52,2,53,7/3/2019,2019
Christof,Brooklyn,Bedford-Stuyvesant,40.68069,-73.91045,Entire home/apt,97,1,27,6/30/2019,2019
HyeSuk & Alex,Brooklyn,Bedford-Stuyvesant,40.69444,-73.93247,Private room,80,20,9,6/9/2019,2019
Diana,Manhattan,Upper East Side,40.77359,-73.94865,Entire home/apt,189,1,1,3/13/2019,2019
Melissa,Brooklyn,Bedford-Stuyvesant,40.69396,-73.95578,Shared room,35,1,16,7/6/2019,2019
Melissa,Brooklyn,Bedford-Stuyvesant,40.69439,-73.95518,Shared room,36,3,14,5/6/2019,2019
Hilary,Brooklyn,Flatbush,40.6417,-73.96554,Entire home/apt,150,4,18,6/18/2019,2019
Tabea,Brooklyn,Bushwick,40.69701,-73.93002,Entire home/apt,100,12,1,1/6/2019,2019
Ollie,Brooklyn,Bedford-Stuyvesant,40.68579,-73.95038,Private room,60,30,1,3/19/2019,2019
Freehand,Manhattan,Flatiron District,40.74107,-73.98693,Private room,179,1,35,5/26/2019,2019
Momo,Bronx,Allerton,40.86659,-73.866,Private room,34,2,0,,
Lauren,Manhattan,West Village,40.73611,-74.00922,Entire home/apt,200,3,26,6/23/2019,2019
Vincent,Brooklyn,Bedford-Stuyvesant,40.69271,-73.93943,Private room,123,2,32,6/3/2019,2019
Andrea,Brooklyn,Clinton Hill,40.68305,-73.96316,Entire home/apt,80,14,2,12/31/2018,2018
Roberto,Brooklyn,Red Hook,40.675,-74.01127,Entire home/apt,90,4,32,6/24/2019,2019
Jimmy,Queens,East Elmhurst,40.76071,-73.88406,Private room,40,1,104,7/4/2019,2019
Cyril,Manhattan,West Village,40.73865,-74.00662,Entire home/apt,490,2,15,6/5/2019,2019
Michal,Brooklyn,Borough Park,40.64282,-73.98779,Entire home/apt,70,2,2,1/2/2019,2019
Jessica,Brooklyn,Carroll Gardens,40.67995,-73.99665,Entire home/apt,188,2,7,5/11/2019,2019
Sue,Brooklyn,Williamsburg,40.7132,-73.94164,Private room,69,2,75,6/21/2019,2019
Juan,Brooklyn,Williamsburg,40.70945,-73.95843,Entire home/apt,289,30,32,4/21/2019,2019
Pablo,Brooklyn,Williamsburg,40.70761,-73.95337,Private room,130,2,8,6/26/2019,2019
Rachel,Brooklyn,Prospect Heights,40.67762,-73.96539,Private room,75,2,4,9/1/2018,2018
Mary,Queens,Sunnyside,40.73758,-73.92821,Shared room,79,2,1,7/22/2018,2018
Vincent,Manhattan,Harlem,40.80045,-73.95166,Private room,100,1,13,6/30/2019,2019
Paul,Manhattan,Financial District,40.70413,-74.0134,Private room,995,1,0,,
Sadat,Queens,Astoria,40.76538,-73.92726,Entire home/apt,150,2,46,6/21/2019,2019
Anchor,Brooklyn,Bedford-Stuyvesant,40.69124,-73.93911,Shared room,21,1,35,6/20/2019,2019
Polina,Brooklyn,Brighton Beach,40.57951,-73.95663,Entire home/apt,68,25,4,3/13/2019,2019
Michael,Brooklyn,Williamsburg,40.71256,-73.95121,Private room,135,4,11,7/1/2019,2019
Mathew,Manhattan,Murray Hill,40.74849,-73.97873,Entire home/apt,145,3,28,6/19/2019,2019
Charlie,Queens,Woodhaven,40.69883,-73.85142,Private room,45,2,8,5/10/2019,2019
Yvonne,Brooklyn,Bushwick,40.69327,-73.91599,Private room,50,1,3,7/30/2018,2018
Vicky,Queens,Flushing,40.74298,-73.82306,Private room,60,1,26,7/7/2019,2019
Vicky,Queens,Flushing,40.74294,-73.82318,Private room,49,1,25,7/5/2019,2019
Vicky,Queens,Flushing,40.74247,-73.82439,Private room,40,1,52,7/7/2019,2019
William,Brooklyn,Williamsburg,40.7127,-73.94034,Private room,62,2,64,6/10/2019,2019
Jennifer,Manhattan,Harlem,40.80626,-73.95268,Entire home/apt,345,3,12,5/29/2019,2019
Syeda,Queens,Sunnyside,40.74136,-73.92476,Private room,80,1,27,6/5/2019,2019
Rebecca,Brooklyn,Crown Heights,40.6746,-73.9474,Entire home/apt,90,1,51,7/7/2019,2019
Syeda,Queens,Sunnyside,40.74046,-73.9251,Private room,60,1,25,6/22/2019,2019
Henry,Bronx,University Heights,40.8612,-73.91065,Entire home/apt,150,1,6,11/10/2018,2018
Creighton,Brooklyn,Bushwick,40.68904,-73.92037,Private room,68,3,16,6/3/2019,2019
Rohan,Manhattan,Upper West Side,40.77782,-73.98762,Private room,150,1,4,2/3/2019,2019
Alex,Brooklyn,Williamsburg,40.71433,-73.95679,Entire home/apt,120,7,3,1/4/2019,2019
Bhavin,Manhattan,Midtown,40.76448,-73.97907,Private room,70,1,1,7/23/2018,2018
Cristin,Manhattan,West Village,40.73132,-74.00429,Entire home/apt,200,15,0,,
The Bowery House,Manhattan,Nolita,40.72271,-73.99412,Private room,109,1,2,7/29/2018,2018
Jasmine,Queens,Ditmars Steinway,40.77329,-73.91183,Entire home/apt,74,3,3,9/3/2018,2018
Carmen,Manhattan,East Village,40.72493,-73.97571,Private room,125,2,26,6/19/2019,2019
The Bowery House,Manhattan,Nolita,40.72315,-73.99454,Private room,109,1,1,2/10/2019,2019
Filippo,Brooklyn,Clinton Hill,40.68453,-73.96773,Entire home/apt,120,5,2,9/14/2018,2018
Nadine,Brooklyn,Bedford-Stuyvesant,40.69526,-73.95119,Private room,65,30,15,5/19/2019,2019
Kevin,Brooklyn,Bushwick,40.69808,-73.92417,Private room,47,1,17,6/11/2019,2019
Ilya,Manhattan,Nolita,40.72341,-73.99426,Private room,120,4,37,6/21/2019,2019
David,Manhattan,Hell's Kitchen,40.75998,-73.98952,Private room,110,1,73,6/22/2019,2019
David,Manhattan,Hell's Kitchen,40.76187,-73.98984,Private room,110,1,54,6/23/2019,2019
David,Manhattan,Hell's Kitchen,40.7601,-73.99166,Private room,115,1,59,6/20/2019,2019
David,Manhattan,Hell's Kitchen,40.75955,-73.99022,Private room,105,1,67,6/18/2019,2019
Yeena,Manhattan,Upper West Side,40.7862,-73.98089,Entire home/apt,119,3,6,6/23/2019,2019
